2024-04-04 22:16:13,761 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"personFirstName":"Vasja","personLastName":"Pupkin","agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personBirthDate":null,"medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:24:47,177 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_4","description":"Field agreementDateTo is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:24:47,201 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"","personLastName":"Pupkin","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:24:47,209 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_5","description":"Field personFirstName is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:24:47,229 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"Vasja","personLastName":"","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:24:47,237 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_6","description":"Field personLastName is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:24:47,254 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"Vasja","personLastName":"","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":[]}
2024-04-04 22:24:47,256 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_6","description":"Field personLastName is empty!"},{"errorCode":"ERROR_CODE_7","description":"Field selectedRisk is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:24:47,271 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"Vasja","personLastName":"Pupkin","personBirthDate":"2024-05-25","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:24:47,281 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_10","description":"Field dateOfBirth from future!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:24:47,304 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":null,"personLastName":"Pupkin","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:24:47,312 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_5","description":"Field personFirstName is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:24:47,331 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"Vasja","personLastName":null,"personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:24:47,339 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_6","description":"Field personLastName is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:24:47,354 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"Vasja","personLastName":"Pupkin","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:24:47,371 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":null,"personFirstName":"Vasja","personLastName":"Pupkin","agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","agreementPremium":18.00,"country":"SPAIN","risks":[{"riskIc":"TRAVEL_CANCELLATION","premium":1.00},{"riskIc":"TRAVEL_LOSS_BAGGAGE","premium":6.00},{"riskIc":"TRAVEL_MEDICAL","premium":11.00}],"personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000"}
2024-04-04 22:24:47,392 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-20","country":"SPAIN","personFirstName":"Vasja","personLastName":"Pupkin","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:24:47,399 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_1","description":"DateTo must be greater than DateFrom!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:24:47,417 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"Vasja","personLastName":"Pupkin","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LIMIT_ERROR","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:24:47,425 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"NOT_EXISTING_RISK","description":"LIMIT_ERROR is not supported by system!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:26:32,653 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"Vasja","personLastName":"Pupkin","personBirthDate":null,"medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:26:32,673 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_9","description":"Field dateOfBirth is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:26:32,762 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"","personFirstName":"Vasja","personLastName":"Pupkin","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:26:32,774 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_8","description":"Field country can't be empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:26:32,803 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":null,"agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"Vasja","personLastName":"Pupkin","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:26:32,817 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_3","description":"Field agreementDateFrom is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:26:32,849 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":null,"country":"SPAIN","personFirstName":"Vasja","personLastName":"Pupkin","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:26:32,860 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_4","description":"Field agreementDateTo is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:26:32,888 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"","personLastName":"Pupkin","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:26:32,899 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_5","description":"Field personFirstName is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:26:32,930 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"Vasja","personLastName":"","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":["TRAVEL_MEDICAL","TRAVEL_CANCELLATION","TRAVEL_LOSS_BAGGAGE"]}
2024-04-04 22:26:32,939 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumResponseLogger - RESPONSE: {"errors":[{"errorCode":"ERROR_CODE_6","description":"Field personLastName is empty!"}],"personFirstName":null,"personLastName":null,"agreementDateFrom":null,"agreementDateTo":null,"agreementPremium":null,"country":null,"risks":null,"personBirthDate":null,"medicalRiskLimitLevel":null}
2024-04-04 22:26:32,960 [Test worker] INFO  l.j.t.i.r.l.TravelCalculatePremiumRequestLogger - REQUEST: {"agreementDateFrom":"2024-05-25","agreementDateTo":"2024-05-29","country":"SPAIN","personFirstName":"Vasja","personLastName":"","personBirthDate":"1999-05-29","medicalRiskLimitLevel":"LEVEL_10000","selected_risks":[]}
